text,date,clean_text,cluster,modified_date
"@Masiosare uh, no wonder you always make good use of that right!  *still hiding*",2009-06-05 19:42:19,uh wonder always make good use right still hiding,0,2009-06-05
MMMM the smell of newly mown lawn - I have to make that boy something good for lunch  (DH - Gardener? I wish) LOL,2009-05-31 08:55:21,mmmm smell newly mown lawn make boy something good lunch dh gardener wish lol,0,2009-05-31
@jen14221 ahhh WaWa! I miss WaWa. I could go for some Diet Lemonade Tea right now... ,2009-06-01 17:03:59,ahhh wawa miss wawa could go diet lemonade tea right,1,2009-06-01
Going out with my parents and I just got my camera back from my brother and he deleted my The World We Live In video entry.  Grrr.,2009-05-31 15:45:42,going parents got camera back brother deleted world live video entry grrr,4,2009-05-31
@pixiefae  no cute gurleh to talk to.. least i have my chicken burger with caulslaw now,2009-06-19 06:53:25,cute gurleh talk least chicken burger caulslaw,0,2009-06-19
"Gettinn readyy, thenn withh Alliee. ",2009-06-06 10:20:23,gettinn readyy thenn withh alliee,0,2009-06-06
@Dutchrudder sure sure  you got a long shift today? I said SHIFT.,2009-05-22 00:46:59,sure sure got long shift today said shift,1,2009-05-22
@TheBeachGirl5 Plz reply 2 my last post!!! I have never had a @reply from a celeb it would make my day (or my year!!! lol)!!! ,2009-05-31 02:38:31,plz reply last post never celeb would make day year lol,0,2009-05-31
is currently at the dentist and wants to die argh! Im scared ,2009-05-30 10:22:50,currently dentist wants die argh im scared,3,2009-05-30
I love the new Marilyn Manson album so much ,2009-05-30 20:26:38,love new marilyn manson album much,0,2009-05-30
"My mom just called &amp;said their/our dog was diagnosed with Discoid Lupus.  We were worried her mouth cancer was coming back, but ugh.",2009-06-01 16:08:50,mom called ampsaid theirour dog diagnosed discoid lupus worried mouth cancer coming back ugh,4,2009-06-01
@tsag86  So did u enjoy the movies?,2009-05-10 08:24:02,u enjoy movies,0,2009-05-10
@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her ,2009-05-29 14:33:56,seen girl feel bad,0,2009-05-29
"Dad just let me have two raspberries, Haha. Thanks ",2009-04-19 04:33:36,dad let two raspberries haha thanks,0,2009-04-19
@TimPott I don't wannnaaaaa do more ,2009-06-16 05:52:49,dont wannnaaaaa,2,2009-06-16
THANKS FOR FOLLOWING ME!!!!!!!!!!!  IT's 29 followers!,2009-06-03 05:14:05,thanks following followers,0,2009-06-03
@kimmyawesome omg that is exactly what I'm gonna reply to Selena..miss them together ,2009-06-20 23:39:54,omg exactly im gonna reply selenamiss together,3,2009-06-20
@TheKimber @ensredshirt *looking around during awkward silence* la laaa la la la (i can't whistle in twitter) ,2009-05-28 21:30:39,looking around awkward silence la laaa la la la cant whistle twitter,0,2009-05-28
@linzross I'm a follower.  I follow people.,2009-06-07 00:55:19,im follower follow people,3,2009-06-07
Have a really stiff and achey knee this morning ,2009-05-22 01:57:11,really stiff achey knee morning,0,2009-05-22
"@BigDaws Hi Big D, congrats on level 17 - I told you you'd do it!!!!! ",2009-06-03 08:07:02,hi big congrats level told youd,0,2009-06-03
@soccerlyds I know...he had me all sad too!!  Then he said possibly and I felt better! LOL! I can't imagine everything being normal again!,2009-06-01 21:33:09,knowhe sad said possibly felt better lol cant imagine everything normal,0,2009-06-01
had an awesome time at the concert tonight! Now I gotsta sleep for my first day at BCBG tomorrow!  ,2009-05-02 23:14:12,awesome time concert tonight gotsta sleep first day bcbg tomorrow,0,2009-05-02
"@pixie_wings_xo Aww, thanks Janine. That's sweet of you! ",2009-05-10 20:31:56,aww thanks janine thats sweet,0,2009-05-10
"no no not simple, it sounds cute ",2009-05-02 23:50:20,simple sounds cute,0,2009-05-02
"Going coaching this afternoon, i dont want to go  x",2009-05-22 06:53:40,going coaching afternoon dont want go x,2,2009-05-22
"back pain says drive to class, traffic says take metro.  ",2009-06-05 08:42:35,back pain says drive class traffic says take metro,4,2009-06-05
@dac00lest i understand children forget to brush their teeth sumtimes n all but ... i mean she aint have to make me suffer for it ,2009-06-14 22:52:45,understand children forget brush teeth sumtimes n mean aint make suffer,0,2009-06-14
Am I dying?  why am I always sick (,2009-05-18 02:29:27,dying always sick,0,2009-05-18
am tired &amp; getting grumpy &amp; want to go home ,2009-05-04 00:01:51,tired amp getting grumpy amp want go home,4,2009-05-04
"@_supernatural_ http://twitpic.com/4gz8j - Any time babe! *tries not to faint* Seriously, this dude is going to be my death one day!   ...",2009-05-03 02:31:26,time babe tries faint seriously dude going death one day,0,2009-05-03
"3 days of sun, sun, and more sun in this here Birmingham! That's 3 days of headaches, hayfever, and asthma for me, but who cares? ",2009-06-01 12:51:36,days sun sun sun birmingham thats days headaches hayfever asthma cares,0,2009-06-01
@MyZoetrope Oh! I adore your Home Sweet Home mini painting!  So cute!,2009-05-26 21:10:52,oh adore home sweet home mini painting cute,0,2009-05-26
"@agerstein the update was probably just for the us, i'm in europe ",2009-06-16 03:56:39,update probably us im europe,3,2009-06-16
@rawriitserinnx because you fail at life ,2009-06-01 12:43:26,fail life,0,2009-06-01
"Today was a pretty good day, don't want to do work tomorrow though ",2009-06-16 19:34:02,today pretty good day dont want work tomorrow though,1,2009-06-16
@laydmaxix ....I'm going to have to get off soon!  I'm sad. hahaha,2009-06-20 21:36:41,im going get soon im sad hahaha,3,2009-06-20
@TheTruthAc310 he came out with a cd not long ago! And his song trading places. Haha. I went to his ladys only concert. He's still my #1 ,2009-06-15 00:40:17,came cd long ago song trading places haha went ladys concert hes still,0,2009-06-15
"@bobbyedner OMG, my heart just stopped lol. It's BOBBY! ",2009-05-10 19:16:16,omg heart stopped lol bobby,0,2009-05-10
layin down for the evening...I miss my honey ,2009-06-16 19:30:03,layin eveningi miss honey,0,2009-06-16
wish i didn't have the flu ,2009-06-06 00:45:04,wish didnt flu,0,2009-06-06
cï¿½ l? ph?i thï¿½i kï¿½u nï¿½ng quï¿½. Ch? c? th? nï¿½y lï¿½m sao.. ng? ???c ,2009-04-19 09:20:09,c l phi thi ku nng qu ch c th ny lm sao ng c,0,2009-04-19
@selenagomez Good luck on your cd. You deserve all the best ,2009-06-05 23:12:51,good luck cd deserve best,0,2009-06-05
Why do I watch Titanic when I know how sad it's going to be?  ,2009-06-06 22:00:05,watch titanic know sad going,0,2009-06-06
"@aaronkelly_ well not this weekend, ill be out of town. but the next is just dandy.  or the next. SOON is what im getting at ",2009-06-05 09:18:50,well weekend ill town next dandy next soon im getting,3,2009-06-05
@KellyRuthxo I used the same dye I used on my hair but its gone darker than my hair does  I hate my roots too,2009-06-18 07:43:11,used dye used hair gone darker hair hate roots,0,2009-06-18
@emoisforluvers haha. DKM were in my dream. ,2009-05-17 10:48:51,haha dkm dream,0,2009-05-17
@ashleytisdale http://twitpic.com/6fauf - beautiful ashely. congrats on the big win!!!!! ,2009-06-01 14:27:07,beautiful ashely congrats big win,0,2009-06-01
@DonnieWahlberg Can't wait to see you in Irvine ,2009-06-14 23:09:48,cant wait see irvine,0,2009-06-14
@YoungQ Much love!!! Have a great show!! And sorry but I'm into Vanilla Stoli iced coffees tonight - so yummy! ,2009-06-05 17:33:31,much love great show sorry im vanilla stoli iced coffees tonight yummy,3,2009-06-05
"@AlanCarr I absolutely love the ads for it.  They're kinda scary and wrong, but really funny.  Ooh, fingermouse ",2009-06-06 03:08:11,absolutely love ads theyre kinda scary wrong really funny ooh fingermouse,0,2009-06-06
Thinks tigger has been in a fight.. Fur has been ripped off his tail and it looks swollen  ..  http://yfrog.com/5fcmkj,2009-06-15 01:32:27,thinks tigger fight fur ripped tail looks swollen,0,2009-06-15
Yep it has really really fix my mood ,2009-06-03 03:59:20,yep really really fix mood,0,2009-06-03
"@wuckyquacky Good morning sweetheart  Have a great day, hope summer is going well.",2009-06-15 06:39:30,good morning sweetheart great day hope summer going well,0,2009-06-15
@GKonMicrosoft Thanks a lot for the #followfriday - looking fwd to your tweets - keep the cool news coming ,2009-05-29 08:01:32,thanks lot followfriday looking fwd tweets keep cool news coming,0,2009-05-29
Eyes puffy from make up being left on last night is sad ,2009-06-18 07:59:24,eyes puffy make left last night sad,0,2009-06-18
"get some brevet exam,jiaho ",2009-06-05 16:40:52,get brevet examjiaho,0,2009-06-05
Oh crap! My bad sorry @woahhjennifer ... I fuhgot how early it was ,2009-05-30 05:35:59,oh crap bad sorry fuhgot early,0,2009-05-30
Is sad to see his girlfriend go on Saturday ,2009-06-18 14:46:05,sad see girlfriend go saturday,1,2009-06-18
Just received Gothic Beauty Issue #28! See my corsets on pg 76!  Should be available in stores May 22 or order one @ www.gothicbeauty.com!,2009-05-13 22:09:31,received gothic beauty issue see corsets pg available stores may order one wwwgothicbeautycom,0,2009-05-13
Time to taste what I cooked! Dinner time!!! ,2009-04-20 02:32:54,time taste cooked dinner time,0,2009-04-20
Walmart: hair dye and ice cream. ,2009-05-29 17:42:56,walmart hair dye ice cream,0,2009-05-29
@jpoh awesome wallpaper!! ,2009-05-03 23:52:20,awesome wallpaper,0,2009-05-03
@kristenstewart9 http://twitpic.com/3maaq - Haha i love this pic ,2009-05-01 20:15:41,haha love pic,0,2009-05-01
TWitter!!! Finally joined  Follow me i'll follow u :d,2009-05-16 20:34:18,twitter finally joined follow ill follow u,0,2009-05-16
My throat hurts so bad ,2009-06-23 16:43:12,throat hurts bad,0,2009-06-23
felt like a politician today. KO to bed!! Night! ,2009-05-10 08:54:17,felt like politician today ko bed night,1,2009-05-10
2 bad ill be at work during the Laker parade ,2009-06-16 19:34:38,bad ill work laker parade,1,2009-06-16
In school with coral  x,2009-06-01 00:32:01,school coral x,0,2009-06-01
"@mcflyharry @mcflyharry REPLY ME. PLEASE, LOVE U SO MUCH. REPLY ME JUST ONCE. Love u more than everything  BRAZIL ALREADY MISS MCFLY â¥ xx",2009-06-19 15:24:45,reply please love u much reply love u everything brazil already miss mcfly xx,0,2009-06-19
#andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday wooo ,2009-05-31 08:18:59,andyhurleyday andyhurleyday andyhurleyday andyhurleyday andyhurleyday andyhurleyday wooo,0,2009-05-31
Having a late dinner before going back to work very early tomorrow! Wish I was with my sweetheart instead of here! ...perchance to dream ,2009-05-01 23:26:01,late dinner going back work early tomorrow wish sweetheart instead perchance dream,4,2009-05-01
"@alancarrisastar yeah i found out, tryed to watch but it says i cant because i dont live in the uk. ",2009-06-18 12:42:59,yeah found tryed watch says cant dont live uk,2,2009-06-18
"@awaltzforanight Dude, that is awesome. I heart SÃ©golene Royal! Still bitter she lost. ",2009-06-02 16:38:03,dude awesome heart sgolene royal still bitter lost,0,2009-06-02
"@realangiejolie i can imagine how busy you must be. i'm somewhat busy/relaxing myself, just here and there, still enjoys life though! ",2009-05-18 01:08:37,imagine busy must im somewhat busyrelaxing still enjoys life though,3,2009-05-18
is more bunged up than George Graham  ,2009-06-25 02:15:23,bunged george graham,0,2009-06-25
Just got a free Mcdo meal from Jeth. Thanks Jeth! ,2009-06-07 01:23:33,got free mcdo meal jeth thanks jeth,0,2009-06-07
o.m.e. Sary rains in sta rosa. H0w to cr0ss the street? Gutom na ako.. ,2009-06-17 21:14:55,ome sary rains sta rosa hw crss street gutom na ako,0,2009-06-17
I made some really good muffins just before they are still in the oven ,2009-06-06 15:32:38,made really good muffins still oven,0,2009-06-06
"@Domulka  wow, never knew that! ",2009-05-03 09:16:40,wow never knew,0,2009-05-03
@deadsparrow It is!  *sniffles*,2009-06-06 21:26:50,sniffles,0,2009-06-06
Prefer calm Sunday bells &amp; birds to the crude obnoxious rap &quot;music&quot; that woke me at 3:20 a.m.  ,2009-05-31 06:40:38,prefer calm sunday bells amp birds crude obnoxious rap quotmusicquot woke,4,2009-05-31
The fact that there's #F1 action going on in Silverstone makes me miss the UK even more than I normally do.  (I'm such a moaner today!),2009-06-19 07:13:47,fact theres f action going silverstone makes miss uk even normally im moaner today,3,2009-06-19
@crackberrykevin have fun!!!  ,2009-06-02 06:44:45,fun,0,2009-06-02
loving vienna!! got nothing to do! ,2009-06-19 13:04:47,loving vienna got nothing,0,2009-06-19
@YourOrYoure huh?? lol! Me no get it!  But I'm sure it's in good fun!,2009-06-05 23:32:49,huh lol get im sure good fun,3,2009-06-05
@LAUR4T GOOD LUCK! I wanted to be there ,2009-06-07 02:38:59,good luck wanted,0,2009-06-07
still too hype from the concert... can't sleeeeeep ,2009-05-02 23:04:30,still hype concert cant sleeeeeep,0,2009-05-02
still chatting with my bf. ,2009-06-07 10:44:25,still chatting bf,0,2009-06-07
Some people saying on the net that UK release of OS 3.0 will now be 6pm  Dammit! Will be in work,2009-06-17 06:37:29,people saying net uk release os pm dammit work,1,2009-06-17
Ugh got a cold.  ,2009-06-02 21:56:26,ugh got cold,0,2009-06-02
"@srhackel LOVE weeds, so depressed mom doesn't have shotime this summer ",2009-06-21 09:07:54,love weeds depressed mom doesnt shotime summer,0,2009-06-21
@AndreasHale yeah !! ,2009-05-04 07:19:29,yeah,0,2009-05-04
@augustagaliving Goood Morning ,2009-06-02 03:00:46,goood morning,0,2009-06-02
"@Lou911 Aww, thanks ",2009-04-06 22:27:50,aww thanks,0,2009-04-06
Has a rotten cold. Can't breathe out my nose at all!  had a fun day of mini golf though x,2009-05-31 13:50:07,rotten cold cant breathe nose fun day mini golf though x,0,2009-05-31
We be paintin wewt wewt.. I have patches of brown ,2009-06-01 17:23:46,paintin wewt wewt patches brown,0,2009-06-01
HaHaHa i love you chris....even tho your making fun of me ,2009-06-07 01:19:49,hahaha love chriseven tho making fun,0,2009-06-07
@4CertainSuccess   I'm probably signed up for it. ,2009-06-15 23:18:07,im probably signed,3,2009-06-15
@irnbruise That would be an awesome scene.  ,2009-05-30 18:54:41,would awesome scene,0,2009-05-30
